all,dev,istqb,ieee,istqb_dev,ieee_dev,mocks_imports,use_mock,without_mock_istqb,without_mock_ieee,mock_cutoff_istqb,mock_cutoff_ieee,revision_hash
98,87,0,0,0,0,0,0,0,0,0,0,5b5ff277885f9e43e5670f27d1201fdb1abe44e1
98,87,0,0,0,0,0,0,0,0,0,0,5b3d4b111501913722c4b835f8a9e1814dd049fb
0,0,0,0,0,0,0,0,0,0,0,0,ec26031cd60a7969193cf86e590b2990574f622f
0,0,0,0,0,0,0,0,0,0,0,0,7471fe5243fa22b1549fd45142a8792d6bf0a3ae
2,0,0,0,0,0,0,0,0,0,0,0,d52882a5a335acfcb3278233b301b8513e839571
2,0,0,0,0,0,0,0,0,0,0,0,75ee0c964813e77b18067eb0d55938ccc6069795
2,0,0,0,0,0,0,0,0,0,0,0,5410bba0494ae7bd7c4477426b68662a445447f7
2,0,0,0,0,0,0,0,0,0,0,0,dd5f324d046089d9e31a530da9249628c00cb9f3
2,0,0,0,0,0,0,0,0,0,0,0,ed50db76da0017d639afcfd5fc999fcb6d4139a7
3,0,0,0,0,0,0,0,0,0,0,0,188451e7bfc2854e76b4e40560fbcdabc62d6a55
3,0,0,0,0,0,0,0,0,0,0,0,654d2434c8da27da7f53a615d7aa89025bafb493
3,0,0,0,0,0,0,0,0,0,0,0,1f102594692fea69f559d6f8302df366817e0faa
37,34,0,0,0,0,0,0,0,0,0,0,20bf28cb4716c2d07605219737db261e84e02540
39,34,0,0,0,0,0,0,0,0,0,0,9fa6b46338033580b6e79a0418c5c7319665a57a
39,34,0,0,0,0,0,0,0,0,0,0,267366495a09644b3d5ff9a726abbc37fa8ed8eb
39,34,0,0,0,0,0,0,0,0,0,0,188f15d2f88dc1a1b2b92efb3b94a6ca31c2c7e2
39,34,0,0,0,0,0,0,0,0,0,0,efc6250a987d40f8b8cb916b128ef9430cdef988
39,34,0,0,0,0,0,0,0,0,0,0,ff5c70a3963dbbec7795ab4b63c989d7dac552e0
39,34,0,0,0,0,0,0,0,0,0,0,b6727022bf845e3e05959324b113dc05e511f571
39,34,0,0,0,0,0,0,0,0,0,0,4979e4f4bd3428033bf8b942d9f4e8c87d327117
39,34,0,0,0,0,0,0,0,0,0,0,c657b8c145866e997d6573d8d1e02af0991e9d73
39,34,0,0,0,0,0,0,0,0,0,0,a9bc99d7b09311701fbe944686d70798a77d2263
39,34,0,0,0,0,0,0,0,0,0,0,98574e6c032dc28c3df0076750c5f772a4bc3bca
39,34,0,0,0,0,0,0,0,0,0,0,07325c916d9eeddcfe36274d97d0a2c1f1201ebf
39,34,0,0,0,0,0,0,0,0,0,0,2133d7bb8826a55287436d88a2b007e53c71f24b
39,34,0,0,0,0,0,0,0,0,0,0,80e48346cd186d188179a6cb7e356333e2d615d0
39,34,0,0,0,0,0,0,0,0,0,0,274eb6cca86989df048687234b605fada450b456
39,34,0,0,0,0,0,0,0,0,0,0,9192e8c90672d371df3f185122387c139b1e5340
39,34,0,0,0,0,0,0,0,0,0,0,bfa6623691840a358bc0f3d10e86e1a3611486ec
